 "s" , "p" , "o" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasAcquisitionType" , "http://www.wikidata.org/entity/Q1124860" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasCataloguingStandard" , "http://www.wikidata.org/entity/Q9296305" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasNotesOnFindingAid" , "Adlib software
" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasOtherNotes" , "The collection is relevant for Venetian Studies and Provenance Research

" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "http://www.wikidata.org/wiki/Property:P127" , "http://www.wikidata.org/entity/Q872398" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "http://www.wikidata.org/wiki/Property:P485" , "http://www.wikidata.org/entity/Q872398" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "http://www.wikidata.org/wiki/Property:P1319" , "1925" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "http://www.wikidata.org/wiki/Property:P1326" , "1970" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "http://www.wikidata.org/wiki/Property:P571" , "1970" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasNotesOnOtherNuclei" , "Kunsthistorisches Institut in Florenz - Max-Planck-Institut - Archiv, allgemeine Korrespondenz
" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q17169" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q47551" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q5581" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q9440" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q186202" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q20817531" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q8453" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q935534" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q3107030" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q347842" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q456971" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q9342" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q1747398" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q318769" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q346502" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q504949" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectArtist" , "http://www.wikidata.org/entity/Q506483" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectGenre" , "http://www.wikidata.org/entity/Q30034106" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectPeriod" , "http://www.wikidata.org/entity/Q37853" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectPeriod" , "http://www.wikidata.org/entity/Q7016" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectPeriod" , "http://www.wikidata.org/entity/Q4692" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectPeriod" , "http://www.wikidata.org/entity/Q7018" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectPeriod" , "http://www.wikidata.org/entity/Q131808" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectPeriod" , "http://www.wikidata.org/entity/Q7017" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectObject" , "http://www.wikidata.org/entity/Q134307" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectObject" , "http://www.wikidata.org/entity/Q15711026" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectObject" , "https://w3id.org/artchives/MD1598457992900" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectPeople" , "http://www.wikidata.org/entity/Q359047" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectPeople" , "http://www.wikidata.org/entity/Q3609940" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectPeople" , "http://www.wikidata.org/entity/Q3907879" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectPeople" , "http://www.wikidata.org/entity/Q4002867" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectPeople" , "http://www.wikidata.org/entity/Q338367" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectPeople" , "http://www.wikidata.org/entity/Q3664403" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectPeople" , "http://www.wikidata.org/entity/Q49133" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectPeople" , "http://www.wikidata.org/entity/Q60068454" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectPeople" , "https://w3id.org/artchives/MD1598459368718" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectPeople" , "https://w3id.org/artchives/MD1598459381847" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectPeople" , "https://w3id.org/artchives/MD1598459414838" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectPeople" , "https://w3id.org/artchives/MD1598459421174" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectPeople" , "http://www.wikidata.org/entity/Q1165526" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectPeople" , "http://www.wikidata.org/entity/Q19675" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectPeople" , "http://www.wikidata.org/entity/Q365852" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectPeople" , "http://www.wikidata.org/entity/Q3704610" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectPeople" , "https://w3id.org/artchives/MD1598459503976" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectPeople" , "https://w3id.org/artchives/MD1598459669797" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectPeople" , "https://w3id.org/artchives/MD1598459680121" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectPeople" , "https://w3id.org/artchives/MD1598459693801" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "https://w3id.org/artchives/hasSubjectPeople" , "http://www.wikidata.org/entity/Q1435690" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.wikidata.org/entity/Q9388534" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "http://www.w3.org/2000/01/rdf-schema#comment" , "archival collection" ,
 "https://w3id.org/artchives/collectionnachlass-fritz-heinemann-notizen-zur-venezianischen-malerei" , "http://www.w3.org/2000/01/rdf-schema#label" , "Nachlass Fritz Heinemann, Notizen zur venezianischen Malerei" ,
 "http://www.wikidata.org/entity/Q186202" , "http://www.w3.org/2000/01/rdf-schema#label" , "           Giovanni Battista Tiepolo" ,
 "http://www.wikidata.org/entity/Q20817531" , "http://www.w3.org/2000/01/rdf-schema#label" , "           Bellini family" ,
 "http://www.wikidata.org/entity/Q30034106" , "http://www.w3.org/2000/01/rdf-schema#label" , "           Venetian Paintings and Drawings" ,
 "http://www.wikidata.org/entity/Q4002867" , "http://www.w3.org/2000/01/rdf-schema#label" , "           Ugo Ojetti" ,
 "http://www.wikidata.org/entity/Q8453" , "http://www.w3.org/2000/01/rdf-schema#label" , "           Cima da Conegliano" ,
 "http://www.wikidata.org/entity/Q935534" , "http://www.w3.org/2000/01/rdf-schema#label" , "           Antonio Vivarini" ,
 "http://www.wikidata.org/entity/Q3107030" , "http://www.w3.org/2000/01/rdf-schema#label" , "          Giovanni Battista da Ponte" ,
 "http://www.wikidata.org/entity/Q347842" , "http://www.w3.org/2000/01/rdf-schema#label" , "          Giovanni di Niccol� Mansueti" ,
 "http://www.wikidata.org/entity/Q456971" , "http://www.w3.org/2000/01/rdf-schema#label" , "          Bartolomeo Vivarini" ,
 "http://www.wikidata.org/entity/Q9342" , "http://www.w3.org/2000/01/rdf-schema#label" , "          Palma Vecchio" ,
 "https://w3id.org/artchives/MD1598457992900" , "http://www.w3.org/2000/01/rdf-schema#comment" , "type of artwork" ,
 "https://w3id.org/artchives/MD1598457992900" , "http://www.w3.org/2000/01/rdf-schema#label" , "          painting," ,
 "http://www.wikidata.org/entity/Q1747398" , "http://www.w3.org/2000/01/rdf-schema#label" , "         Marcello Fogolino" ,
 "http://www.wikidata.org/entity/Q318769" , "http://www.w3.org/2000/01/rdf-schema#label" , "         Francesco Guardi" ,
 "http://www.wikidata.org/entity/Q338367" , "http://www.w3.org/2000/01/rdf-schema#label" , "         Accademia Carrara" ,
 "http://www.wikidata.org/entity/Q346502" , "http://www.w3.org/2000/01/rdf-schema#label" , "         Jacopo Bassano" ,
 "http://www.wikidata.org/entity/Q3664403" , "http://www.w3.org/2000/01/rdf-schema#label" , "         Cenobio" ,
 "http://www.wikidata.org/entity/Q49133" , "http://www.w3.org/2000/01/rdf-schema#label" , "         Museum of Fine Arts, Boston" ,
 "http://www.wikidata.org/entity/Q504949" , "http://www.w3.org/2000/01/rdf-schema#label" , "         Giovanni Battista Moroni" ,
 "http://www.wikidata.org/entity/Q506483" , "http://www.w3.org/2000/01/rdf-schema#label" , "         Sebastiano Ricci" ,
 "http://www.wikidata.org/entity/Q60068454" , "http://www.w3.org/2000/01/rdf-schema#label" , "         Museums" ,
 "https://w3id.org/artchives/MD1598459368718" , "http://www.w3.org/2000/01/rdf-schema#comment" , "person or organization" ,
 "https://w3id.org/artchives/MD1598459368718" , "http://www.w3.org/2000/01/rdf-schema#label" , "         Pittalunga " ,
 "https://w3id.org/artchives/MD1598459381847" , "http://www.w3.org/2000/01/rdf-schema#comment" , "person or organization" ,
 "https://w3id.org/artchives/MD1598459381847" , "http://www.w3.org/2000/01/rdf-schema#label" , "         Cipollato" ,
 "https://w3id.org/artchives/MD1598459414838" , "http://www.w3.org/2000/01/rdf-schema#comment" , "person or organization" ,
 "https://w3id.org/artchives/MD1598459414838" , "http://www.w3.org/2000/01/rdf-schema#label" , "         G. Battelli" ,
 "https://w3id.org/artchives/MD1598459421174" , "http://www.w3.org/2000/01/rdf-schema#comment" , "person or organization" ,
 "https://w3id.org/artchives/MD1598459421174" , "http://www.w3.org/2000/01/rdf-schema#label" , "         C. Gamba" ,
 "http://www.wikidata.org/entity/Q1165526" , "http://www.w3.org/2000/01/rdf-schema#label" , "        Mus�e Jacquemart-Andr�" ,
 "http://www.wikidata.org/entity/Q19675" , "http://www.w3.org/2000/01/rdf-schema#label" , "        Louvre Museum" ,
 "http://www.wikidata.org/entity/Q365852" , "http://www.w3.org/2000/01/rdf-schema#label" , "        Arnold Hauser" ,
 "http://www.wikidata.org/entity/Q3704610" , "http://www.w3.org/2000/01/rdf-schema#label" , "        Dedalo" ,
 "https://w3id.org/artchives/MD1598459503976" , "http://www.w3.org/2000/01/rdf-schema#comment" , "person or organization" ,
 "https://w3id.org/artchives/MD1598459503976" , "http://www.w3.org/2000/01/rdf-schema#label" , "        Carlo Tridenti " ,
 "https://w3id.org/artchives/MD1598459669797" , "http://www.w3.org/2000/01/rdf-schema#comment" , "person or organization" ,
 "https://w3id.org/artchives/MD1598459669797" , "http://www.w3.org/2000/01/rdf-schema#label" , "        F.L. Richardson" ,
 "https://w3id.org/artchives/MD1598459680121" , "http://www.w3.org/2000/01/rdf-schema#comment" , "person or organization" ,
 "https://w3id.org/artchives/MD1598459680121" , "http://www.w3.org/2000/01/rdf-schema#label" , "        E. Weddingen" ,
 "https://w3id.org/artchives/MD1598459693801" , "http://www.w3.org/2000/01/rdf-schema#comment" , "person or organization" ,
 "https://w3id.org/artchives/MD1598459693801" , "http://www.w3.org/2000/01/rdf-schema#label" , "        P. Pellizzari" ,
 "http://www.wikidata.org/entity/Q1435690" , "http://www.w3.org/2000/01/rdf-schema#label" , "       Cini Foundation" ,
 "http://www.wikidata.org/entity/Q978185" , "http://www.w3.org/2000/01/rdf-schema#label" , "          TypeScript" ,
 "http://www.wikidata.org/entity/Q6700132" , "http://www.wikidata.org/wiki/Property:P106" , "http://www.wikidata.org/entity/Q1792450" ,
 "http://www.wikidata.org/entity/Q6700132" , "http://www.wikidata.org/wiki/Property:P27" , "http://www.wikidata.org/entity/Q38" ,
 "http://www.wikidata.org/entity/Q6700132" , "http://www.wikidata.org/wiki/Property:P800" , "https://w3id.org/artchives/artHistorianBibliography" ,
 "http://www.wikidata.org/entity/Q6700132" , "http://www.wikidata.org/wiki/Property:P569" , "1924" ,
 "http://www.wikidata.org/entity/Q6700132" , "http://www.wikidata.org/wiki/Property:P570" , "1992" ,
 "http://www.wikidata.org/entity/Q6700132" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.wikidata.org/entity/Q5" ,
 "http://www.wikidata.org/entity/Q6700132" , "http://www.w3.org/2000/01/rdf-schema#label" , "Luigi Salerno" ,
 "http://www.wikidata.org/entity/Q6700132" , "http://purl.org/dc/terms/description" , "Luigi Salerno was born on September 3rd, 1924, in Rome, Italy, to Aldo Salerno and Maria Santangelo, who was the sister of the art historian Antonino Santangelo. He attended the University of Rome, "La Sapienza," where he graduated in 1946 with a degree in History of modern art and a thesis on the Macchiaioli, written under Lionello Venturi.
Salerno's exemplary academic work garnered him a scholarship from the Istituto d'archeologia e storia dell'arte (1946-1949) and a fellowship to study at the Warburg Institute in London in 1948, where he worked closely with Rudolf Wittkower. His exposure to the work of Fritz Saxl, Ernst Gombrich, and Wittkower, and to their art historical methodologies, would be fundamental for the development of his research. While in London, Salerno met Denis Mahon, with whom he would develop a lasting friendship which resulted in numerous collaborations, including a major work on Guercino (1988). Mahon advised and critiqued early works authored or edited by Salerno including those on Giovanni Lanfranco and Giulio Mancini, and the two corresponded regularly throughout Salerno's career. Salerno and Mahon would later be involved together in the rediscovery of two Caravaggio paintings acquired by American museums in the 1970s: the Detroit Institute of Arts' Martha and Mary Magdalene and the Cleveland Museum of Art's The Crucifixion of Saint Andrew. Through Mahon, Salerno was introduced to Benedict Nicolson, the long-time editor of The Burlington Magazine. This fruitful relationship resulted in a friendship, as well as the appearance of a number of articles written by Salerno in the Burlington and other English language journals.
As a young man, Salerno lived for a time with Alessandro Marabottini, then assistant to Professor Salmi. The two shared a flat on the Aventino in Via Sant'Anselmo, until Salerno married Elda Campana in 1953. Elda Campana and Luigi Salerno had two sons, Pietro Paolo, born in 1955 and Carlo Stefano, born in 1960.
In 1947, Salerno joined the Antichità e belle arti del ministero della pubblica istruzione, and was assigned shortly thereafter to the Soprintendenza alle gallerie di Roma (1948). His 1958 appointment as director of the Soprintendenza ai monumenti del Lazio, an administration responsible for the care and preservation of historic monuments throughout Lazio, prompted Mahon to write: "Congratulations on your enormous new responsibilities - which would terrify me!" Salerno remained at the Soprintendenza until 1967, during which time he developed research on Rome's urban history. He prepared numerous publications on monuments and sites in Rome including, Altari barocchi (1959), the Palazzo Rondinini (1964), Piazza di Spagna (1967), Roma communis patria (1968) and with Luigi Spezzaferro and Manfredo Tafuri, Via Giulia: una utopia urbanistica del 500 (1973). The vast publication on Via del Corso (1961), prepared under Carlo Pietrangeli, and to which Salerno made numerous contributions, became a model for studies on urban history.
During this period, Salerno continued to be involved with exhibition organizing committees and to publish works on a variety of topics, such as Giovanni Lanfranco, Caravaggio, the Carraccis and the Mancini manuscripts. His scholarly interest in 17th century Italian painting would find fulfillment in the immensely popular and successful exhibition Il Seicento Europeo (1956), whose catalog Salerno wrote in collaboration with Alessandro Marabottini. In 1959, he was on the research committee of the important exhibition Il Settecento a Roma and was appointed research professor in art history at the University of Rome. He firmly established himself as an assiduous scholar with his publication in three installments of the Burlington Magazine of the inventory of the collection of Vincenzo Giustiani (1960).
Salerno took on numerous editorial projects as co-director for visual arts for the journal Palatino, as founding co-editor of the journal Storia dell'arte, directed by Giulio Carlo Argan, and as a member of the editorial committee of the Enciclopedia universale dell'arte (1958-1967), also led by Argan. He taught briefly in the United States, accepting a visiting professorship at Pennsylvania State University during the fall of 1965. This sojourn sparked a friendship between Salerno and Robert and Catherine Enggass, who translated several of Salerno's works. In 1968-1969, Salerno won a Fulbright scholarship for the academic year which he spent as an affiliated fellow at the American Academy in Rome.
In addition to his administrative and teaching duties, Salerno pursued research on artists and topics in art history which he felt remained neglected in Italy, notably the painter Salvator Rosa, the so-called unacademic painters and Italian still life painting. He also wrote extensively on landscape and vedute. He was largely responsible for bringing Salvator Rosa to the fore among his contemporaries, preparing two monographs on the painter (1963, 1975). In a review in The Burlington Magazine, Francis Haskell, who considered Salerno's first monograph "excellent," noted it was the first major work devoted to the artist in over fifty years. As a result, Salerno's name became inexorably intertwined with that of the artist and he received numerous expertise requests from individuals who believed themselves to be in possession of a genuine work by Rosa. Salerno's interest in unacademic painters grew and dissent in art was a theme he would continue to explore throughout his career. He became a specialist on artists such as Filippo Napoletano, Jacques Callot, Angelo Caroselli, Giovanni Benedetto Castiglione, Pier Francesco Mola, Nicolas Poussin, Salvator Rosa and Pietro Testa.
In 1967 Salerno assumed the position of director at the Calcografia nazionale. During his tenure Salerno headed major initiatives to inventory, photograph and catalog printing plates in the collection. By the late 1960s Salerno was director of the Ufficio esportazione, also known as the Dogana, an office responsible for monitoring and issuing licenses for the exportation of works of art. In 1973 he was transferred from his position in Rome to the Soprintendenza dell'Aquila, where he stayed only a few months. Taking advantage of new legislation which allowed for the early retirement of high-level administrators, Salerno chose to devote himself more fully to his research interests. This enabled him to publish an essay and catalog entries for the Metropolitan Museum of Art's exhibition, The Age of Caravaggio (1985), and a number of important volumes including: L'opera completa di Salvator Rosa (1975), Pittori di paesaggio del Seicento a Roma (1977-1980), La natura morta italiana, 1560-1805 (1984), I dipinti del Guercino (1988), and his last major work I pittori di vedute in Italia (1991). After a long convalescence, Salerno died on July 22nd, 1992.
" ,
 "https://w3id.org/artchives/1598474344-8067195/" , "http://www.w3.org/ns/prov#generatedAtTime" , "2020-11-13T12:12:34.406Z" ,
 "https://w3id.org/artchives/1598474344-8067195/" , "http://www.w3.org/ns/prov#wasGeneratedBy" , "https://w3id.org/artchives/mhatam-at-getty-dot-edu" ,
 "https://w3id.org/artchives/1598474344-8067195/" , "https://w3id.org/artchives/publicationStage" , "published" ,
 "https://w3id.org/artchives/1598474344-8067195/" , "http://www.w3.org/ns/prov#wasInfluencedBy" , "https://w3id.org/artchives/marilena-dot-daquino2-at-unibo-dot-it" ,
 "https://w3id.org/artchives/1598474344-8067195/" , "http://www.w3.org/2000/01/rdf-schema#label" , "Luigi Salerno" ,
 "https://w3id.org/artchives/mhatam-at-getty-dot-edu" , "http://www.w3.org/2000/01/rdf-schema#label" , "mhatam@getty.edu" ,
 "https://w3id.org/artchives/collectionluigi-salerno-research-papers" , "http://www.wikidata.org/wiki/Property:P170" , "http://www.wikidata.org/entity/Q6700132" ,
 "https://w3id.org/artchives/collectionluigi-salerno-research-papers" , "https://w3id.org/artchives/hasAccessConditions" , "Open for use by qualified researchers" ,
 "https://w3id.org/artchives/collectionluigi-salerno-research-papers" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q170571" ,
 "https://w3id.org/artchives/collectionluigi-salerno-research-papers" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q125191" ,
 "https://w3id.org/artchives/collectionluigi-salerno-research-papers" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q3305213" ,
 "https://w3id.org/artchives/collectionluigi-salerno-research-papers" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q37853" ,
 "https://w3id.org/artchives/collectionluigi-salerno-research-papers" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q7016" ,
 "https://w3id.org/artchives/collectionluigi-salerno-research-papers" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q42207" ,
 "https://w3id.org/artchives/collectionluigi-salerno-research-papers" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q7015" ,
 "https://w3id.org/artchives/collectionluigi-salerno-research-papers" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q12271" ,
 "https://w3id.org/artchives/collectionluigi-salerno-research-papers" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q107425" ,
 "https://w3id.org/artchives/collectionluigi-salerno-research-papers" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q487623" ,
 "https://w3id.org/artchives/collectionluigi-salerno-research-papers" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q56055236" ,
 "https://w3id.org/artchives/collectionluigi-salerno-research-papers" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q3705445" ,
 "https://w3id.org/artchives/collectionluigi-salerno-research-papers" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q208165" ,
 "https://w3id.org/artchives/collectionluigi-salerno-research-papers" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q217102" ,
 "https://w3id.org/artchives/collectionluigi-salerno-research-papers" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q334262" ,
 "https://w3id.org/artchives/collectionluigi-salerno-research-papers" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q359421" ,
 "https://w3id.org/artchives/collectionluigi-salerno-research-papers" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q447730" ,
 "https://w3id.org/artchives/collectionluigi-salerno-research-papers" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q3769699" ,
 "https://w3id.org/artchives/collectionluigi-salerno-research-papers" , "http://www.wikidata.org/wiki/Property:P921" , "http://www.wikidata.org/entity/Q601644" ,
 "https://w3id.org/artchives/collectionluigi-salerno-research-papers" , "https://w3id.org/artchives/hasMainObjectType" , "http://www.wikidata.org/entity/Q125191" ,
 "https://w3id.org/artchives/collectionluigi-salerno-research-papers" , "https://w3id.org/artchives/hasMainObjectType" , "http://www.wikidata.org/entity/Q3494271" ,
 "https://w3id.org/artchives/collectionluigi-salerno-research-papers" , "https://w3id.org/artchives/hasMainObjectType" , "http://www.wikidata.org/entity/Q1784733" ,
 "https://w3id.org/artchives/collectionluigi-salerno-research-papers" , "https://w3id.org/artchives/hasOtherObjectType" , "http://www.wikidata.org/entity/Q487623" ,
 "https://w3id.org/artchives/collectionluigi-salerno-research-papers" , "https://w3id.org/artchives/hasOtherObjectType" , "http://www.wikidata.org/entity/Q1667023" ,
 "https://w3id.org/artchives/collectionluigi-salerno-research-papers" , "https://w3id.org/artchives/hasOtherObjectType" , "http://www.wikidata.org/entity/Q56461618" ,
